"","celltype_gt","celltype","model"
"28180","B","T","singleR"
"28181","Myoepi","Myoepi","singleR"
"28182","T","T","singleR"
"28183","T","Macrophage","singleR"
"28184","Stromal","Macrophage","singleR"
"28185","T","T","singleR"
"28186","Stromal","Macrophage","singleR"
"28187","Malignant","Malignant","singleR"
"28188","Stromal","Stromal","singleR"
"28189","T","T","singleR"
"28190","Stromal","Stromal","singleR"
"28191","Stromal","Stromal","singleR"
"28192","Malignant","Malignant","singleR"
"28193","Stromal","Stromal","singleR"
"28194","T","T","singleR"
"28195","Malignant","Malignant","singleR"
"28196","Myoepi","Myoepi","singleR"
"28197","Malignant","Myoepi","singleR"
"28198","Plasma","T","singleR"
"28199","T","T","singleR"
"28200","Stromal","Stromal","singleR"
"28201","Plasma","Stromal","singleR"
"28202","Malignant","Malignant","singleR"
"28203","Malignant","Malignant","singleR"
"28204","Malignant","Malignant","singleR"
"28205","Stromal","Malignant","singleR"
"28206","Malignant","Malignant","singleR"
"28207","Myoepi","Myoepi","singleR"
"28208","Macrophage","Macrophage","singleR"
"28209","T","DC_Mast","singleR"
"28210","T","Stromal","singleR"
"28211","Stromal","Stromal","singleR"
"28212","T","DC_Mast","singleR"
"28213","Malignant","Malignant","singleR"
"28214","T","T","singleR"
"28215","T","T","singleR"
"28216","Malignant","Macrophage","singleR"
"28217","Stromal","Macrophage","singleR"
"28218","T","T","singleR"
"28219","Plasma","DC_Mast","singleR"
"28220","Malignant","Malignant","singleR"
"28221","Malignant","Myoepi","singleR"
"28222","T","T","singleR"
"28223","B","T","singleR"
"28224","Stromal","Stromal","singleR"
"28225","DC_Mast","Macrophage","singleR"
"28226","Stromal","Malignant","singleR"
"28227","T","T","singleR"
"28228","Stromal","Macrophage","singleR"
"28229","Malignant","Malignant","singleR"
"28230","Plasma","Macrophage","singleR"
"28231","Plasma","Macrophage","singleR"
"28232","T","T","singleR"
"28233","Malignant","T","singleR"
"28234","DC_Mast","T","singleR"
"28235","T","T","singleR"
"28236","T","Macrophage","singleR"
"28237","Myoepi","Myoepi","singleR"
"28238","Macrophage","Macrophage","singleR"
"28239","T","T","singleR"
"28240","Stromal","Stromal","singleR"
"28241","Macrophage","Macrophage","singleR"
"28242","Malignant","Malignant","singleR"
"28243","Macrophage","Macrophage","singleR"
"28244","Macrophage","Malignant","singleR"
"28245","T","Stromal","singleR"
"28246","Malignant","Malignant","singleR"
"28247","T","T","singleR"
"28248","T","T","singleR"
"28249","Stromal","Macrophage","singleR"
"28250","T","T","singleR"
"28251","Myoepi","Myoepi","singleR"
"28252","T","T","singleR"
"28253","Malignant","Myoepi","singleR"
"28254","Stromal","Malignant","singleR"
"28255","T","Malignant","singleR"
"28256","T","T","singleR"
"28257","Macrophage","T","singleR"
"28258","Malignant","Malignant","singleR"
"28259","Stromal","Stromal","singleR"
"28260","Malignant","Malignant","singleR"
"28261","Malignant","Malignant","singleR"
"28262","Malignant","Malignant","singleR"
"28263","Myoepi","Myoepi","singleR"
"28264","Malignant","Malignant","singleR"
"28265","Malignant","Malignant","singleR"
"28266","T","T","singleR"
"28267","Stromal","T","singleR"
"28268","T","T","singleR"
"28269","T","T","singleR"
"28270","Macrophage","Macrophage","singleR"
"28271","Macrophage","Stromal","singleR"
"28272","T","T","singleR"
"28273","T","T","singleR"
"28274","T","T","singleR"
"28275","Macrophage","Macrophage","singleR"
"28276","T","T","singleR"
"28277","Malignant","Malignant","singleR"
"28278","T","Macrophage","singleR"
"28279","T","Macrophage","singleR"
"28280","Macrophage","Macrophage","singleR"
"28281","Malignant","Malignant","singleR"
"28282","Stromal","Macrophage","singleR"
"28283","Stromal","Stromal","singleR"
"28284","Myoepi","Myoepi","singleR"
"28285","T","T","singleR"
"28286","Malignant","Myoepi","singleR"
"28287","Stromal","Macrophage","singleR"
"28288","Stromal","Stromal","singleR"
"28289","Stromal","Stromal","singleR"
"28290","T","T","singleR"
"28291","Stromal","T","singleR"
"28292","Malignant","Malignant","singleR"
"28293","T","T","singleR"
"28294","Myoepi","Myoepi","singleR"
"28295","T","T","singleR"
"28296","B","Macrophage","singleR"
"28297","T","Macrophage","singleR"
"28298","T","Plasma","singleR"
"28299","Malignant","Malignant","singleR"
"28300","Stromal","Macrophage","singleR"
"28301","Myoepi","Myoepi","singleR"
"28302","T","Macrophage","singleR"
"28303","Stromal","Macrophage","singleR"
"28304","T","T","singleR"
"28305","Malignant","Malignant","singleR"
"28306","Malignant","Malignant","singleR"
"28307","Malignant","Malignant","singleR"
"28308","Stromal","Macrophage","singleR"
"28309","Macrophage","T","singleR"
"28310","T","T","singleR"
"28311","Macrophage","T","singleR"
"28312","T","T","singleR"
"28313","Malignant","Malignant","singleR"
"28314","Plasma","Plasma","singleR"
"28315","Malignant","Malignant","singleR"
"28316","Plasma","Plasma","singleR"
"28317","DC_Mast","DC_Mast","singleR"
"28318","Malignant","Malignant","singleR"
"28319","Stromal","Stromal","singleR"
"28320","Malignant","Malignant","singleR"
"28321","Malignant","Malignant","singleR"
"28322","Malignant","Malignant","singleR"
"28323","Malignant","Malignant","singleR"
"28324","Malignant","Malignant","singleR"
"28325","T","T","singleR"
"28326","Malignant","Malignant","singleR"
"28327","Malignant","Malignant","singleR"
"28328","Malignant","Malignant","singleR"
"28329","Malignant","Malignant","singleR"
"28330","Malignant","Malignant","singleR"
"28331","Malignant","Malignant","singleR"
"28332","Myoepi","Malignant","singleR"
"28333","Macrophage","Macrophage","singleR"
"28334","T","T","singleR"
"28335","T","T","singleR"
"28336","Malignant","Malignant","singleR"
"28337","Macrophage","Macrophage","singleR"
"28338","Malignant","Malignant","singleR"
"28339","Myoepi","Myoepi","singleR"
"28340","T","T","singleR"
"28341","Macrophage","Macrophage","singleR"
"28342","T","Stromal","singleR"
"28343","Stromal","Stromal","singleR"
"28344","T","T","singleR"
"28345","T","T","singleR"
"28346","Plasma","Plasma","singleR"
"28347","Myoepi","Myoepi","singleR"
"28348","Myoepi","Malignant","singleR"
"28349","Malignant","Stromal","singleR"
"28350","Malignant","Malignant","singleR"
"28351","Malignant","Malignant","singleR"
"28352","Malignant","Malignant","singleR"
"28353","T","T","singleR"
"28354","Plasma","Plasma","singleR"
"28355","Stromal","Stromal","singleR"
"28356","Macrophage","Macrophage","singleR"
"28357","Macrophage","B","singleR"
"28358","Stromal","Myoepi","singleR"
"28359","Malignant","Malignant","singleR"
"28360","T","T","singleR"
"28361","Macrophage","Macrophage","singleR"
"28362","Malignant","Malignant","singleR"
"28363","T","Stromal","singleR"
"28364","Stromal","Stromal","singleR"
"28365","Stromal","Macrophage","singleR"
"28366","T","T","singleR"
"28367","T","T","singleR"
"28368","Stromal","Stromal","singleR"
"28369","T","Plasma","singleR"
"28370","Stromal","Stromal","singleR"
"28371","Malignant","Malignant","singleR"
"28372","Stromal","Stromal","singleR"
"28373","Myoepi","Stromal","singleR"
"28374","T","T","singleR"
"28375","Malignant","Malignant","singleR"
"28376","T","T","singleR"
"28377","Malignant","Malignant","singleR"
"28378","Myoepi","Myoepi","singleR"
"28379","Stromal","Stromal","singleR"
"28380","Myoepi","Myoepi","singleR"
"28381","Myoepi","Stromal","singleR"
"28382","Stromal","Stromal","singleR"
"28383","Malignant","Malignant","singleR"
"28384","T","T","singleR"
"28385","Malignant","Malignant","singleR"
"28386","Myoepi","Myoepi","singleR"
"28387","Stromal","Stromal","singleR"
"28388","Stromal","Stromal","singleR"
"28389","Stromal","T","singleR"
"28390","Malignant","Malignant","singleR"
"28391","T","T","singleR"
"28392","Macrophage","Macrophage","singleR"
"28393","T","T","singleR"
"28394","Myoepi","Myoepi","singleR"
"28395","Stromal","Malignant","singleR"
"28396","Myoepi","Malignant","singleR"
"28397","Myoepi","Myoepi","singleR"
"28398","T","T","singleR"
"28399","Malignant","Malignant","singleR"
"28400","Macrophage","Stromal","singleR"
"28401","Malignant","Malignant","singleR"
"28402","Malignant","Malignant","singleR"
"28403","T","T","singleR"
"28404","Malignant","Malignant","singleR"
"28405","Malignant","Malignant","singleR"
"28406","B","T","singleR"
"28407","Plasma","Stromal","singleR"
"28408","T","T","singleR"
"28409","Malignant","Malignant","singleR"
"28410","Myoepi","Myoepi","singleR"
"28411","Stromal","Stromal","singleR"
"28412","Stromal","Stromal","singleR"
"28413","Malignant","Malignant","singleR"
"28414","Stromal","Stromal","singleR"
"28415","T","T","singleR"
"28416","Macrophage","Macrophage","singleR"
"28417","Myoepi","Myoepi","singleR"
"28418","Myoepi","Malignant","singleR"
"28419","Malignant","Malignant","singleR"
"28420","Stromal","Stromal","singleR"
"28421","Stromal","Macrophage","singleR"
"28422","Stromal","Macrophage","singleR"
"28423","T","T","singleR"
"28424","Malignant","Malignant","singleR"
"28425","Myoepi","Stromal","singleR"
"28426","Stromal","Stromal","singleR"
"28427","T","T","singleR"
"28428","Stromal","Macrophage","singleR"
"28429","Macrophage","Myoepi","singleR"
"28430","Macrophage","Stromal","singleR"
"28431","Myoepi","Myoepi","singleR"
"28432","T","Macrophage","singleR"
"28433","DC_Mast","Plasma","singleR"
"28434","Stromal","Macrophage","singleR"
"28435","Stromal","Malignant","singleR"
"28436","Malignant","Malignant","singleR"
"28437","T","T","singleR"
"28438","Macrophage","Malignant","singleR"
"28439","B","Macrophage","singleR"
"28440","Stromal","Stromal","singleR"
"28441","Myoepi","Myoepi","singleR"
"28442","Macrophage","Stromal","singleR"
"28443","Malignant","Malignant","singleR"
"28444","Stromal","Stromal","singleR"
"28445","Macrophage","Macrophage","singleR"
"28446","Malignant","Malignant","singleR"
"28447","Stromal","Stromal","singleR"
"28448","Myoepi","Myoepi","singleR"
"28449","Stromal","T","singleR"
"28450","Stromal","Stromal","singleR"
"28451","Malignant","Malignant","singleR"
"28452","Stromal","Stromal","singleR"
"28453","B","DC_Mast","singleR"
"28454","T","T","singleR"
"28455","Stromal","Stromal","singleR"
"28456","Malignant","Malignant","singleR"
"28457","T","T","singleR"
"28458","B","Macrophage","singleR"
"28459","T","T","singleR"
"28460","Malignant","Malignant","singleR"
"28461","Stromal","Stromal","singleR"
"28462","Stromal","Stromal","singleR"
"28463","Stromal","Myoepi","singleR"
"28464","Malignant","Malignant","singleR"
"28465","Stromal","Myoepi","singleR"
"28466","T","T","singleR"
"28467","Malignant","Malignant","singleR"
"28468","Malignant","Malignant","singleR"
"28469","T","T","singleR"
"28470","Myoepi","Malignant","singleR"
"28471","T","T","singleR"
"28472","Malignant","Malignant","singleR"
"28473","Malignant","Malignant","singleR"
"28474","Malignant","Myoepi","singleR"
"28475","Malignant","Malignant","singleR"
"28476","Myoepi","Malignant","singleR"
"28477","Malignant","Myoepi","singleR"
"28478","Macrophage","Macrophage","singleR"
"28479","Plasma","Plasma","singleR"
"28480","Myoepi","Malignant","singleR"
"28481","Malignant","Malignant","singleR"
"28482","T","T","singleR"
"28483","T","T","singleR"
"28484","Malignant","Malignant","singleR"
"28485","Malignant","Myoepi","singleR"
"28486","Stromal","Stromal","singleR"
"28487","Stromal","Malignant","singleR"
"28488","T","T","singleR"
"28489","Plasma","Macrophage","singleR"
"28490","Stromal","Stromal","singleR"
"28491","Stromal","Stromal","singleR"
"28492","Plasma","Malignant","singleR"
"28493","Stromal","Stromal","singleR"
"28494","Stromal","Myoepi","singleR"
"28495","Malignant","Malignant","singleR"
"28496","Plasma","Plasma","singleR"
"28497","Malignant","Malignant","singleR"
"28498","Malignant","T","singleR"
"28499","Malignant","Myoepi","singleR"
"28500","Malignant","Malignant","singleR"
"28501","Malignant","Malignant","singleR"
"28502","Macrophage","Myoepi","singleR"
"28503","T","T","singleR"
"28504","Malignant","Stromal","singleR"
"28505","Malignant","Malignant","singleR"
"28506","Malignant","Malignant","singleR"
"28507","Malignant","Malignant","singleR"
"28508","Malignant","Malignant","singleR"
"28509","DC_Mast","T","singleR"
"28510","T","T","singleR"
"28511","Stromal","T","singleR"
"28512","Malignant","Malignant","singleR"
"28513","Macrophage","Malignant","singleR"
"28514","DC_Mast","Macrophage","singleR"
"28515","Malignant","Malignant","singleR"
"28516","Stromal","Stromal","singleR"
"28517","Macrophage","Macrophage","singleR"
"28518","Malignant","Malignant","singleR"
"28519","T","T","singleR"
"28520","Malignant","Malignant","singleR"
"28521","T","Malignant","singleR"
"28522","Stromal","DC_Mast","singleR"
"28523","Stromal","Stromal","singleR"
"28524","Stromal","Stromal","singleR"
"28525","T","T","singleR"
"28526","Stromal","Stromal","singleR"
"28527","T","T","singleR"
"28528","Stromal","Stromal","singleR"
"28529","T","T","singleR"
"28530","B","DC_Mast","singleR"
"28531","Macrophage","Macrophage","singleR"
"28532","Malignant","Malignant","singleR"
"28533","Macrophage","Macrophage","singleR"
"28534","Stromal","Stromal","singleR"
"28535","Stromal","Stromal","singleR"
"28536","T","T","singleR"
"28537","Stromal","Stromal","singleR"
"28538","Malignant","Malignant","singleR"
"28539","T","T","singleR"
"28540","Plasma","T","singleR"
"28541","Stromal","Macrophage","singleR"
"28542","Malignant","Malignant","singleR"
"28543","Myoepi","Malignant","singleR"
"28544","Stromal","Myoepi","singleR"
"28545","Stromal","Macrophage","singleR"
"28546","Stromal","Stromal","singleR"
"28547","Malignant","Malignant","singleR"
"28548","Macrophage","Macrophage","singleR"
"28549","Stromal","Macrophage","singleR"
"28550","Stromal","Stromal","singleR"
"28551","Macrophage","T","singleR"
"28552","Malignant","Malignant","singleR"
"28553","T","T","singleR"
"28554","T","T","singleR"
"28555","Stromal","Stromal","singleR"
"28556","T","T","singleR"
"28557","T","T","singleR"
"28558","Stromal","Macrophage","singleR"
"28559","Stromal","Stromal","singleR"
"28560","Stromal","Stromal","singleR"
"28561","Malignant","Malignant","singleR"
"28562","T","T","singleR"
"28563","Stromal","Stromal","singleR"
"28564","Stromal","DC_Mast","singleR"
"28565","T","T","singleR"
"28566","Stromal","Stromal","singleR"
"28567","T","T","singleR"
"28568","Stromal","Stromal","singleR"
"28569","Stromal","Stromal","singleR"
"28570","Macrophage","Macrophage","singleR"
"28571","T","T","singleR"
"28572","Stromal","Stromal","singleR"
"28573","T","T","singleR"
"28574","DC_Mast","DC_Mast","singleR"
"28575","Macrophage","Macrophage","singleR"
"28576","Myoepi","Malignant","singleR"
"28577","DC_Mast","T","singleR"
"28578","DC_Mast","Stromal","singleR"
"28579","T","T","singleR"
"28580","T","T","singleR"
"28581","Stromal","T","singleR"
"28582","T","T","singleR"
"28583","Stromal","T","singleR"
"28584","Malignant","Malignant","singleR"
"28585","T","T","singleR"
"28586","Macrophage","Macrophage","singleR"
"28587","Stromal","T","singleR"
"28588","Stromal","Stromal","singleR"
"28589","Plasma","Plasma","singleR"
"28590","Malignant","Malignant","singleR"
"28591","Stromal","Stromal","singleR"
"28592","Malignant","Macrophage","singleR"
"28593","Malignant","Malignant","singleR"
"28594","T","T","singleR"
"28595","DC_Mast","Stromal","singleR"
"28596","Stromal","Stromal","singleR"
"28597","Malignant","Malignant","singleR"
"28598","Malignant","Malignant","singleR"
"28599","T","T","singleR"
"28600","Myoepi","Malignant","singleR"
"28601","Stromal","Stromal","singleR"
"28602","DC_Mast","T","singleR"
"28603","Stromal","Stromal","singleR"
"28604","Malignant","Malignant","singleR"
"28605","Myoepi","Malignant","singleR"
"28606","T","T","singleR"
"28607","Malignant","Malignant","singleR"
"28608","Stromal","Myoepi","singleR"
"28609","Malignant","Malignant","singleR"
"28610","Stromal","Stromal","singleR"
"28611","Macrophage","Malignant","singleR"
"28612","Myoepi","Myoepi","singleR"
"28613","Malignant","Stromal","singleR"
"28614","Malignant","Malignant","singleR"
"28615","T","T","singleR"
"28616","Stromal","Stromal","singleR"
"28617","Malignant","Myoepi","singleR"
"28618","Plasma","Plasma","singleR"
"28619","T","T","singleR"
"28620","T","T","singleR"
"28621","Plasma","Plasma","singleR"
"28622","T","T","singleR"
"28623","Stromal","Myoepi","singleR"
"28624","Stromal","Stromal","singleR"
"28625","T","T","singleR"
"28626","Stromal","Stromal","singleR"
"28627","T","T","singleR"
"28628","Stromal","Stromal","singleR"
"28629","Stromal","Stromal","singleR"
"28630","T","T","singleR"
"28631","Myoepi","Myoepi","singleR"
