"","celltype_gt","celltype","model"
"7592","Malignant","Malignant","sctype"
"7593","Malignant","Malignant","sctype"
"7594","Malignant","Malignant","sctype"
"7595","Plasma","T","sctype"
"7596","Malignant","Macrophage","sctype"
"7597","Malignant","Macrophage","sctype"
"7598","Stromal","Stromal","sctype"
"7599","Macrophage","Macrophage","sctype"
"7600","Stromal","Macrophage","sctype"
"7601","Stromal","Stromal","sctype"
"7602","Stromal","Stromal","sctype"
"7603","Malignant","Malignant","sctype"
"7604","Myoepi","Stromal","sctype"
"7605","Macrophage","Macrophage","sctype"
"7606","T","T","sctype"
"7607","T","T","sctype"
"7608","T","T","sctype"
"7609","Malignant","Malignant","sctype"
"7610","Plasma","T","sctype"
"7611","Stromal","T","sctype"
"7612","Macrophage","Stromal","sctype"
"7613","Macrophage","Myoepi","sctype"
"7614","Malignant","Malignant","sctype"
"7615","T","T","sctype"
"7616","Malignant","Malignant","sctype"
"7617","Malignant","Malignant","sctype"
"7618","T","B","sctype"
"7619","Stromal","Stromal","sctype"
"7620","T","T","sctype"
"7621","Stromal","Stromal","sctype"
"7622","DC_Mast","Plasma","sctype"
"7623","Macrophage","Stromal","sctype"
"7624","T","T","sctype"
"7625","Stromal","Stromal","sctype"
"7626","Malignant","Malignant","sctype"
"7627","Stromal","Macrophage","sctype"
"7628","Malignant","Malignant","sctype"
"7629","T","T","sctype"
"7630","Malignant","Malignant","sctype"
"7631","Malignant","Malignant","sctype"
"7632","Macrophage","T","sctype"
"7633","Malignant","Malignant","sctype"
"7634","Macrophage","T","sctype"
"7635","Stromal","T","sctype"
"7636","Malignant","Malignant","sctype"
"7637","Malignant","Malignant","sctype"
"7638","Malignant","Macrophage","sctype"
"7639","Malignant","Malignant","sctype"
"7640","T","T","sctype"
"7641","Malignant","Malignant","sctype"
"7642","Malignant","Malignant","sctype"
"7643","Malignant","Malignant","sctype"
"7644","Malignant","T","sctype"
"7645","T","T","sctype"
"7646","Plasma","Plasma","sctype"
"7647","T","T","sctype"
"7648","Stromal","Stromal","sctype"
"7649","Malignant","Malignant","sctype"
"7650","T","T","sctype"
"7651","T","T","sctype"
"7652","Malignant","Malignant","sctype"
"7653","Stromal","Macrophage","sctype"
"7654","Stromal","Macrophage","sctype"
"7655","Malignant","Malignant","sctype"
"7656","Malignant","Malignant","sctype"
"7657","Malignant","Malignant","sctype"
"7658","Malignant","Malignant","sctype"
"7659","Stromal","Malignant","sctype"
"7660","Malignant","Malignant","sctype"
"7661","Malignant","Malignant","sctype"
"7662","Malignant","Macrophage","sctype"
"7663","Plasma","Plasma","sctype"
"7664","Malignant","Malignant","sctype"
"7665","Macrophage","Malignant","sctype"
"7666","Stromal","Stromal","sctype"
"7667","Malignant","Malignant","sctype"
"7668","T","T","sctype"
"7669","Malignant","Malignant","sctype"
"7670","Stromal","T","sctype"
"7671","T","T","sctype"
"7672","Stromal","Stromal","sctype"
"7673","Malignant","Malignant","sctype"
"7674","Malignant","Malignant","sctype"
"7675","Malignant","Malignant","sctype"
"7676","Malignant","Malignant","sctype"
"7677","Malignant","Macrophage","sctype"
"7678","Malignant","Malignant","sctype"
"7679","Malignant","Malignant","sctype"
"7680","T","T","sctype"
"7681","Malignant","Malignant","sctype"
"7682","Stromal","Stromal","sctype"
"7683","T","Plasma","sctype"
"7684","T","T","sctype"
"7685","Stromal","Macrophage","sctype"
"7686","Malignant","Malignant","sctype"
"7687","Plasma","Plasma","sctype"
"7688","Stromal","Stromal","sctype"
"7689","Malignant","Malignant","sctype"
"7690","Malignant","Malignant","sctype"
"7691","T","Plasma","sctype"
"7692","Malignant","Malignant","sctype"
"7693","Malignant","Macrophage","sctype"
"7694","T","T","sctype"
"7695","Malignant","Malignant","sctype"
"7696","Malignant","Malignant","sctype"
"7697","Stromal","Stromal","sctype"
"7698","Malignant","Malignant","sctype"
"7699","T","T","sctype"
"7700","Malignant","Malignant","sctype"
"7701","Malignant","Malignant","sctype"
"7702","Malignant","Malignant","sctype"
"7703","Malignant","Myoepi","sctype"
"7704","Malignant","Malignant","sctype"
"7705","T","Malignant","sctype"
"7706","Macrophage","Macrophage","sctype"
"7707","Malignant","T","sctype"
"7708","Malignant","Malignant","sctype"
"7709","Malignant","Malignant","sctype"
"7710","Malignant","Malignant","sctype"
"7711","Malignant","Malignant","sctype"
"7712","Stromal","Myoepi","sctype"
"7713","Malignant","Malignant","sctype"
"7714","B","Stromal","sctype"
"7715","Malignant","Malignant","sctype"
"7716","Malignant","Malignant","sctype"
"7717","Stromal","Stromal","sctype"
"7718","Malignant","Malignant","sctype"
"7719","Malignant","Malignant","sctype"
"7720","Stromal","Stromal","sctype"
"7721","Stromal","Myoepi","sctype"
"7722","Malignant","Malignant","sctype"
"7723","Malignant","Macrophage","sctype"
"7724","Macrophage","Stromal","sctype"
"7725","Stromal","Stromal","sctype"
"7726","Plasma","Plasma","sctype"
"7727","Malignant","Malignant","sctype"
"7728","Macrophage","Stromal","sctype"
"7729","Plasma","Plasma","sctype"
"7730","Malignant","Malignant","sctype"
"7731","Malignant","Malignant","sctype"
"7732","T","T","sctype"
"7733","Malignant","Malignant","sctype"
"7734","T","Macrophage","sctype"
"7735","Malignant","Macrophage","sctype"
"7736","Malignant","Malignant","sctype"
"7737","Malignant","Malignant","sctype"
"7738","Malignant","Malignant","sctype"
"7739","Malignant","Malignant","sctype"
"7740","Malignant","Malignant","sctype"
"7741","Malignant","Macrophage","sctype"
"7742","Malignant","Macrophage","sctype"
"7743","DC_Mast","Stromal","sctype"
"7744","Malignant","Malignant","sctype"
"7745","Malignant","Malignant","sctype"
"7746","Stromal","T","sctype"
"7747","Malignant","Malignant","sctype"
"7748","Malignant","Malignant","sctype"
"7749","Malignant","Malignant","sctype"
"7750","Plasma","Stromal","sctype"
"7751","Malignant","Malignant","sctype"
"7752","Malignant","Malignant","sctype"
"7753","T","Stromal","sctype"
"7754","Malignant","Malignant","sctype"
"7755","Malignant","Malignant","sctype"
"7756","Plasma","Plasma","sctype"
"7757","Malignant","Malignant","sctype"
"7758","Malignant","Malignant","sctype"
"7759","Malignant","Malignant","sctype"
"7760","T","T","sctype"
"7761","T","Macrophage","sctype"
"7762","Malignant","Malignant","sctype"
"7763","Malignant","Malignant","sctype"
"7764","Malignant","Malignant","sctype"
"7765","Malignant","Malignant","sctype"
"7766","Stromal","Stromal","sctype"
"7767","Malignant","Malignant","sctype"
"7768","Stromal","Plasma","sctype"
"7769","Malignant","Malignant","sctype"
"7770","Macrophage","Stromal","sctype"
"7771","Malignant","Macrophage","sctype"
"7772","Stromal","Stromal","sctype"
"7773","Malignant","Malignant","sctype"
"7774","Malignant","Stromal","sctype"
"7775","Stromal","Stromal","sctype"
"7776","T","T","sctype"
"7777","Malignant","Malignant","sctype"
"7778","Malignant","Malignant","sctype"
"7779","Stromal","Macrophage","sctype"
"7780","Myoepi","Myoepi","sctype"
"7781","T","T","sctype"
"7782","Stromal","Stromal","sctype"
"7783","Malignant","Malignant","sctype"
"7784","B","T","sctype"
"7785","Malignant","Malignant","sctype"
"7786","Malignant","Malignant","sctype"
"7787","T","Plasma","sctype"
"7788","Malignant","Malignant","sctype"
"7789","Malignant","Malignant","sctype"
"7790","Macrophage","Stromal","sctype"
"7791","Plasma","T","sctype"
"7792","Malignant","Malignant","sctype"
"7793","T","T","sctype"
"7794","Malignant","Macrophage","sctype"
"7795","Malignant","Stromal","sctype"
"7796","B","Stromal","sctype"
"7797","Plasma","Plasma","sctype"
"7798","T","T","sctype"
"7799","T","T","sctype"
"7800","Stromal","Stromal","sctype"
"7801","T","T","sctype"
"7802","T","T","sctype"
"7803","Malignant","Malignant","sctype"
"7804","T","T","sctype"
"7805","Malignant","Malignant","sctype"
"7806","B","T","sctype"
"7807","Plasma","T","sctype"
"7808","Malignant","Malignant","sctype"
"7809","Malignant","Macrophage","sctype"
"7810","T","T","sctype"
"7811","T","T","sctype"
"7812","T","T","sctype"
"7813","Macrophage","Stromal","sctype"
"7814","T","T","sctype"
"7815","T","T","sctype"
"7816","Stromal","Stromal","sctype"
"7817","Stromal","Malignant","sctype"
"7818","Plasma","T","sctype"
"7819","Malignant","Malignant","sctype"
"7820","T","T","sctype"
"7821","Malignant","Malignant","sctype"
"7822","Stromal","Macrophage","sctype"
"7823","Malignant","Malignant","sctype"
"7824","T","Malignant","sctype"
"7825","Stromal","Stromal","sctype"
"7826","Malignant","Malignant","sctype"
"7827","Malignant","Macrophage","sctype"
"7828","Malignant","Malignant","sctype"
"7829","Malignant","Malignant","sctype"
"7830","Malignant","Macrophage","sctype"
"7831","Malignant","Malignant","sctype"
"7832","Malignant","Malignant","sctype"
"7833","Stromal","Stromal","sctype"
"7834","Malignant","T","sctype"
"7835","T","T","sctype"
"7836","T","T","sctype"
"7837","Malignant","Malignant","sctype"
"7838","Stromal","Stromal","sctype"
"7839","Malignant","Malignant","sctype"
"7840","Stromal","Stromal","sctype"
"7841","Malignant","Macrophage","sctype"
"7842","Malignant","Malignant","sctype"
"7843","Malignant","Malignant","sctype"
"7844","Stromal","Macrophage","sctype"
"7845","Malignant","Macrophage","sctype"
"7846","Malignant","Malignant","sctype"
"7847","T","T","sctype"
"7848","Malignant","Malignant","sctype"
"7849","Malignant","Malignant","sctype"
"7850","Plasma","Plasma","sctype"
"7851","Malignant","Malignant","sctype"
"7852","Malignant","Malignant","sctype"
"7853","T","T","sctype"
"7854","T","T","sctype"
"7855","T","Plasma","sctype"
"7856","Malignant","Malignant","sctype"
"7857","Malignant","Malignant","sctype"
"7858","Malignant","Malignant","sctype"
"7859","T","T","sctype"
"7860","Malignant","Malignant","sctype"
"7861","Plasma","Plasma","sctype"
"7862","Malignant","Malignant","sctype"
"7863","Malignant","Malignant","sctype"
"7864","Stromal","Stromal","sctype"
"7865","Malignant","Malignant","sctype"
"7866","Plasma","T","sctype"
"7867","Macrophage","Macrophage","sctype"
"7868","Malignant","Malignant","sctype"
"7869","T","T","sctype"
"7870","T","T","sctype"
"7871","Stromal","Malignant","sctype"
"7872","Malignant","Malignant","sctype"
"7873","Malignant","Malignant","sctype"
"7874","Stromal","Stromal","sctype"
"7875","Macrophage","T","sctype"
"7876","Stromal","Stromal","sctype"
"7877","Malignant","Malignant","sctype"
"7878","Malignant","Malignant","sctype"
"7879","Malignant","Malignant","sctype"
"7880","Malignant","Malignant","sctype"
"7881","Plasma","T","sctype"
"7882","Malignant","Malignant","sctype"
"7883","Malignant","Macrophage","sctype"
"7884","Malignant","Malignant","sctype"
"7885","T","B","sctype"
"7886","Malignant","Malignant","sctype"
"7887","Stromal","Stromal","sctype"
"7888","Malignant","Malignant","sctype"
"7889","Stromal","T","sctype"
"7890","Malignant","Malignant","sctype"
"7891","B","T","sctype"
"7892","Stromal","Plasma","sctype"
"7893","Malignant","Malignant","sctype"
"7894","Malignant","Malignant","sctype"
"7895","Malignant","Malignant","sctype"
"7896","Stromal","Stromal","sctype"
"7897","Stromal","Stromal","sctype"
"7898","Malignant","Malignant","sctype"
"7899","Malignant","Macrophage","sctype"
"7900","Malignant","Malignant","sctype"
"7901","Stromal","Macrophage","sctype"
"7902","T","T","sctype"
"7903","Malignant","T","sctype"
"7904","Stromal","Macrophage","sctype"
"7905","Malignant","Malignant","sctype"
"7906","Malignant","Macrophage","sctype"
"7907","T","T","sctype"
"7908","Malignant","Malignant","sctype"
"7909","Malignant","Malignant","sctype"
"7910","Malignant","Malignant","sctype"
"7911","Malignant","Malignant","sctype"
"7912","Malignant","Malignant","sctype"
"7913","Malignant","Malignant","sctype"
"7914","Malignant","Malignant","sctype"
"7915","Malignant","T","sctype"
"7916","T","T","sctype"
"7917","Malignant","Malignant","sctype"
"7918","Malignant","Malignant","sctype"
"7919","Malignant","Malignant","sctype"
"7920","Malignant","Malignant","sctype"
"7921","Malignant","Malignant","sctype"
"7922","Malignant","Malignant","sctype"
"7923","Malignant","Malignant","sctype"
"7924","Malignant","T","sctype"
"7925","Plasma","Plasma","sctype"
"7926","Malignant","Malignant","sctype"
"7927","Malignant","Malignant","sctype"
"7928","Malignant","Malignant","sctype"
"7929","Malignant","Malignant","sctype"
"7930","Stromal","T","sctype"
"7931","Malignant","Malignant","sctype"
"7932","Malignant","Malignant","sctype"
"7933","Malignant","Macrophage","sctype"
"7934","Malignant","Malignant","sctype"
"7935","Plasma","Plasma","sctype"
"7936","Malignant","Malignant","sctype"
"7937","Malignant","Malignant","sctype"
"7938","Malignant","Malignant","sctype"
"7939","Malignant","Malignant","sctype"
"7940","Plasma","Stromal","sctype"
"7941","Stromal","Macrophage","sctype"
"7942","Malignant","Malignant","sctype"
"7943","Malignant","Malignant","sctype"
"7944","Malignant","Malignant","sctype"
"7945","Stromal","Stromal","sctype"
"7946","Plasma","Plasma","sctype"
"7947","T","T","sctype"
"7948","Malignant","T","sctype"
"7949","Plasma","Plasma","sctype"
"7950","T","T","sctype"
"7951","Malignant","Stromal","sctype"
"7952","Malignant","Malignant","sctype"
"7953","Malignant","Macrophage","sctype"
"7954","Macrophage","B","sctype"
"7955","Malignant","Stromal","sctype"
"7956","Malignant","Malignant","sctype"
"7957","Malignant","Malignant","sctype"
"7958","Malignant","Malignant","sctype"
"7959","Malignant","Macrophage","sctype"
"7960","T","T","sctype"
"7961","Malignant","Malignant","sctype"
"7962","Malignant","Macrophage","sctype"
"7963","Malignant","Malignant","sctype"
"7964","Malignant","Malignant","sctype"
"7965","Malignant","Macrophage","sctype"
"7966","Malignant","Malignant","sctype"
"7967","Malignant","Malignant","sctype"
"7968","Malignant","Malignant","sctype"
"7969","Malignant","Malignant","sctype"
"7970","Malignant","Stromal","sctype"
"7971","Malignant","Malignant","sctype"
"7972","Malignant","Malignant","sctype"
"7973","Malignant","Malignant","sctype"
"7974","Malignant","Malignant","sctype"
"7975","Plasma","Plasma","sctype"
"7976","Malignant","Malignant","sctype"
"7977","Stromal","Stromal","sctype"
"7978","Malignant","Malignant","sctype"
"7979","T","Malignant","sctype"
"7980","T","T","sctype"
"7981","Malignant","Malignant","sctype"
"7982","Stromal","Macrophage","sctype"
"7983","T","Plasma","sctype"
"7984","T","Macrophage","sctype"
"7985","Malignant","Malignant","sctype"
"7986","T","T","sctype"
"7987","Malignant","Malignant","sctype"
"7988","Malignant","Malignant","sctype"
"7989","Myoepi","Malignant","sctype"
"7990","T","T","sctype"
"7991","T","B","sctype"
"7992","Malignant","Malignant","sctype"
"7993","Malignant","Malignant","sctype"
"7994","B","T","sctype"
"7995","T","T","sctype"
"7996","T","T","sctype"
"7997","Stromal","Stromal","sctype"
"7998","Malignant","Malignant","sctype"
"7999","T","T","sctype"
"8000","Stromal","Stromal","sctype"
"8001","Malignant","Malignant","sctype"
"8002","T","T","sctype"
"8003","B","T","sctype"
"8004","T","T","sctype"
"8005","Malignant","Malignant","sctype"
"8006","Stromal","Stromal","sctype"
"8007","Malignant","Malignant","sctype"
"8008","Malignant","Macrophage","sctype"
"8009","T","Malignant","sctype"
"8010","Malignant","Malignant","sctype"
"8011","Malignant","Malignant","sctype"
"8012","Malignant","T","sctype"
"8013","T","Macrophage","sctype"
"8014","Malignant","Malignant","sctype"
"8015","Malignant","Malignant","sctype"
"8016","T","T","sctype"
"8017","Plasma","Stromal","sctype"
"8018","Malignant","Malignant","sctype"
"8019","T","T","sctype"
"8020","Malignant","Malignant","sctype"
"8021","T","T","sctype"
"8022","Stromal","Stromal","sctype"
"8023","Malignant","Malignant","sctype"
"8024","Malignant","Malignant","sctype"
"8025","Malignant","Malignant","sctype"
"8026","Macrophage","Plasma","sctype"
"8027","Stromal","T","sctype"
"8028","Malignant","Malignant","sctype"
"8029","Malignant","Malignant","sctype"
"8030","Malignant","Malignant","sctype"
"8031","T","Plasma","sctype"
"8032","Malignant","Malignant","sctype"
"8033","Macrophage","Macrophage","sctype"
"8034","Malignant","Malignant","sctype"
"8035","Macrophage","T","sctype"
"8036","Malignant","Malignant","sctype"
"8037","Malignant","Malignant","sctype"
"8038","Stromal","Stromal","sctype"
"8039","Macrophage","T","sctype"
"8040","Malignant","Malignant","sctype"
"8041","Malignant","Malignant","sctype"
"8042","Malignant","Macrophage","sctype"
"8043","Malignant","Macrophage","sctype"
"8044","Malignant","Malignant","sctype"
"8045","Stromal","Stromal","sctype"
"8046","Stromal","Stromal","sctype"
"8047","Malignant","Malignant","sctype"
"8048","Malignant","Malignant","sctype"
"8049","Malignant","T","sctype"
"8050","Stromal","Macrophage","sctype"
"8051","Stromal","Stromal","sctype"
"8052","Malignant","Malignant","sctype"
"8053","Malignant","Malignant","sctype"
"8054","Malignant","Myoepi","sctype"
"8055","Malignant","Malignant","sctype"
"8056","Malignant","Malignant","sctype"
"8057","Malignant","Malignant","sctype"
"8058","Stromal","Macrophage","sctype"
"8059","Malignant","Malignant","sctype"
"8060","Malignant","Malignant","sctype"
"8061","T","T","sctype"
"8062","Stromal","Stromal","sctype"
"8063","T","Stromal","sctype"
